brand	manufacturers_id	name	description	room_image_url	warranty
Accent Gallery	72	Carmel			
	http://www.mannington.com:80	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"			
Best-Realistique	73	Ardesia	" Excavated from European quarries, each piece of this 12"" rustic slate has been hand selected to assure a wonderful play of color, pattern and texture. Ardesia is accentuated by rustic grout lines and schaled surface that offers a naturally realistic look that can compliment a wide variety of decors. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Realistique/97051_ArdesiaRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
American Classics	74	New Hampshire Hickory Plank	Hickory offers a visual with a wide range of color variations making each floor unique.	http://www.mannington.com:80/~/media/Images/Product/Hardwood/Classics/NH03NA4_NewHampshireHickory.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Best-Realistique	75	Coral Bay	"Inspired by the Great Barrier Reef, Coral Bay is an allover pattern that captures the unique and subtle texture of coral found in the deepest waters of the ocean. Coral Bay can provide a calming, tranquil and comfortable feel to any home."	http://www.mannington.com:80/~/media/Images/Product/Resilient/Realistique/97021_CoralBayRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Good-Benchmark	76	Forum	" Forum, a 6"" paver tile visual, combines handchiseled edges with subtle sand textures, offering unique realism and timeless beauty. This pattern is sure to provide classic feel to any home. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Benchmark/3900_Forum_Artifact_RS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
American Classics	77	Harrington Oak	"American Classics features the traditional and timeless looks of oak, maple, walnut and hickory in a versatile variety of shades and hues that complement today's most popular cabinetry and home furnishings finishes. "	http://www.mannington.com:80/~/media/Images/Product/Hardwood/Classics/HR03HT1_HarringtonOakRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Exotics	78	Atlantis Prestige Amendoim	" The unique styling and design of Mannington's new Atlantis Prestige collection of hardwood floors unlocks the mysterious beauty contained in its five exotic species, and helps homeowners create a tropical oasis in any room. Characterized by subtle graining and color variation, Amendoim offers true beauty in two colors, warm glowing Natural and elegant Brick. "	http://www.mannington.com:80/~/media/Images/Product/Hardwood/Exotics/NEA05NA1_AmendoimRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Hand Crafted	79	Castle Rock Oak	 The Castle Rock is hand scraped and hand rubbed with stains in a centuries old method by master craftsman to make this collection a masterpiece in your home. 	http://www.mannington.com:80/~/media/Images/Product/Hardwood/HandCrafted/CRH05GS1_CastleRockOakRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Good-Duration	80	Orchard Hill	"The best value in the industry, the Duration collection has gorgeous styling, competitive pricing, a urethane wearlayer, and is made with recycled content."	http://www.mannington.com:80/~/media/Images/Product/Resilient/Durations/DR090_Orchard_Hill_RS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Better-Aurora	81	Costa Maya	Costa Maya is a rustic modular pattern reminiscent of the sun-weathered stone found in Mexico's Mayan ruins. Its varying color play and worn texture will create a vacation paradise in any room.	http://www.mannington.com:80/~/media/Images/Product/Resilient/Aurora/41241_CostaMayaRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Adura Tile	82	Corsica	" The most realistic luxury tile look available, Corsica is characterized by Mannington's exclusive ""Tumbled Edge"" technology. It offers the irregular edge of real stone and realistic surface texture. With this pattern consumers get the best of both words-- a real tile look with the soft-underfoot feel of Adura. ALL CORSICA COLORS REQUIRE THE USE OF ADURA GROUT. "	http://www.mannington.com:80/~/media/Images/Product/Adura/LuxuryTile/AT222_CORSICARS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Hand Crafted	83	Castle Rock Hickory	 The Castle Rock is hand scraped and hand rubbed with stains in a centuries old method by master craftsman to make this collection a masterpiece in your home. 	http://www.mannington.com:80/~/media/Images/Product/Hardwood/HandCrafted/CRH05CO1_CRHickoryRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Restoration Collection	84	Black Forest Oak	"Black Forest Oak combines the rich grain of oak with the deep, yet subtle, character of wirebrushing for a naturally chic look. "	http://www.mannington.com:80/~/media/Images/Product/Laminate/Restoration Collection/BlackforestOak_Fumed_22203_RS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Good-Duration	85	African Slate	"Rustic and warm, African Slate offers the realism of natural slate in a classic 12&rdquo; tile pattern. Available in an array of natural colors, it provides an authentic look that is as versatile as it is attention getting."	http://www.mannington.com:80/~/media/Images/Product/Resilient/Durations/DR031_African-Slate_BurntRusset_VG.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Good-Benchmark	86	Oregon Slate	" Beautifully rustic and worn, this authentic 12 slate look depicts realism found in nature. Oregon Slates extremely rich colors and realistic detail provides comfort and warmth to any decor. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Benchmark/3781_OregonSlateRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Better-Simplicity	87	Mystic Isle	"European elegance comes to mind with the classic beauty of Mystic Isle. This allover marble tile pattern is perfect for a foyer or great room. Whether you are relaxing or entertaining, Mystic Isle is sure to impress."	http://www.mannington.com:80/~/media/Images/Product/Resilient/Simplicity/98002_Mystic_IsleRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Distinctive Plank	88	Vintage Oak	" This classic look of oak always guarentees your home a warm and natural feeling. Featuring a 5""x48"" plank with beveled edge, the deep-grained pattern will add distinctive character to any room and compliment any decor. "	http://www.mannington.com:80/~/media/Images/Product/Adura/DistinctivesCollection/ALPO14_VINTAGEOAKRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Revolutions Tile	89	Palermo Stone	" The large-scale Palermo Stone design has a substantial multi-hued look that is as versatile as it is eye-catching. Beautiful attention to detail includes tiles with slightly higher gloss levels than grout lines, giving way to authentic texture, providing an easy care laminate floor that breathes life into the decor of a room. "	http://www.mannington.com:80/~/media/Images/Product/Laminate/RevolutionsTile/38522_Palermo-StoneRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Best-Realistique	90	Cantina	" A faithful reproduction of 12"" hand-set terracotta, Cantina captures the worn patina and beautifully rustic feel that are inherent to this natural material. It's weathered grout lines and bold colors easily bring a sense of Old World charm to any modern-day kitchen. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Realistique/97140_Cantina_Salsa_RS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Good-Benchmark	91	Rocoso	" Rocoso is a 7.2"" striated scabos stone featuring rustic grout lines and beautiful color variation. Visually interesting, Rocoso's casual appearance can add warmth to many rooms in the home. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Benchmark/3791_RocosoRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Better-Jumpstart	92	Jumpstart Tibetan Slate	" Tibetan Slate is a 7.2"" naturally weathered slate pattern. This slate pattern evokes the natural weathering elements that will display on stone over time. The natural color palette is a pleasing choice for any contemporary decor. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Jumpstart/71083_TibetanSlateRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Premium-Naturals	93	San Pedro	 San Pedro is a multi color modular pattern reminiscent of the sun-weathered stone found in Mexico's Mayan ruins. Its varying color play and worn texture will create a relaxing paradise in any room. 	http://www.mannington.com:80/~/media/Images/Product/Resilient/Naturals/17310_SanPedroRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Good-Benchmark	94	San Marino	" San Marino has the look of hand-made terracotta tiles depicting timeless simplicity. This 12"" Saltilo tile pattern depicts gently varied colors and subtle texture. "	http://www.mannington.com:80	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Hand Crafted	95	Heirloom Hickory	" Heirloom Hickory captures the essence of a reclaimed wood and is reminiscent of deconstructed not demolished old buildings. Also features subtle texturing, natural character, and deep, refined colors. "	http://www.mannington.com:80/~/media/Images/Product/Hardwood/HandCrafted/RH05HL1_HeirloomHickory_AntiqueNatural_RS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Better-Aurora	96	Sundance	"Reminiscent of ancient cobblestone, Sundance has character, depth and beauty found in natural stone. This 9 stone pattern has rich patina with realistic detail and texture. This realistic pattern brings the outside in."	http://www.mannington.com:80/~/media/Images/Product/Resilient/Aurora/41191_SundanceRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Adura Elements	97	DecoStone Elements	"Elements offers the look of custom tile with the durability and easy care of Adura. Choose color, shape and design and create a look and style all your own. Visit your local Mannington retailer to design a floor that's unique to you! "	http://www.mannington.com:80/~/media/Images/Product/Adura/Elements/AE1200_SEASIDERS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Accent Gallery	98	Garda	" Made in Italy, Garda is named for the natural slate with a characteristic called a ""blooming effect"" -- circles found in the slate resemble blossoming flowers. Mannington took nature's unique design one step further, swirling each tile with different colors, a rust hue trying them all together. "	http://www.mannington.com:80/~/media/Images/Product/Porcelain/Garda/GD0T12_GARDARS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Sobella Deluxe	99	Sobella Muir's Point	"Beautifully rustic and worn, this authentic 12"" slate look depicts realism found in nature. Muir's Point offers extremely rich colors and realistic detail that can provide comfort and warmth to any d&eacute;cor. "	http://www.mannington.com:80/~/media/Images/Product/Sobella/Deluxe/MuirsPoint_RiverstoneBlend_ALT331_VG.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Revolutions Plank	100	Spalted Maple	" Revolutions Plank, with NatureForm Optix technology, micro-beveling and narrow 5"" widths, combines the look and feel of natural wood with the performance of laminate. "	http://www.mannington.com:80/~/media/Images/Product/Laminate/RevolutionsPlank/26510_SpaltedMapleRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
American Classics	101	Oregon Oak Plank	 The Oregon Oak Plank offers a distinct look and clean lines with its micro bevel sides and square ends. 	http://www.mannington.com:80/~/media/Images/Product/Hardwood/Classics/OR03SD1_OregonOakPlankRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Adura Tile	102	Vibe	" Capturing all the simplicity of contemporary styling, Vibe is a unique 16"" LVT tile that offers a clean, linear textile visual in 6 fashionable color blends. Create a custom look in any room by combining more than one color in a random layout. This pattern may be installed in a linear or checkerboard layout. "	http://www.mannington.com:80/~/media/Images/Product/Adura/LuxuryTile/Vibe_Graphite-Charcoal-Flax_AT271-274-275_RS2.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Better-Jumpstart	103	Ares	"Inspired by the picturesque artifacts of ancient Greece, this 12"" marble pattern blends traditional styling with a renewed sense of sophistication."	http://www.mannington.com:80/~/media/Images/Product/Resilient/Jumpstart/71231_Ares_SerpentineGreenRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Hand Crafted	104	Inverness Wiltshire Walnut	"With hand-planed texture and heavy glazing on both the plank faces and edges, the brilliance of the walnut grain takes center stage in both the Riverstone and Tawny hues."	http://www.mannington.com:80/~/media/Images/Product/Hardwood/HandCrafted/IVW05TA1_WiltshireWalnutRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Revolutions Tile	105	Pompeii Stone	" The large-scale Pompeii Stone design has a substantial multi-hued look that is as versatile as it is eye-catching. Beautiful attention to detail includes tiles with slightly higher gloss levels than grout lines, giving way to authentic texture, providing an easy care laminate floor that breathes life into the decor of a room. "	http://www.mannington.com:80/~/media/Images/Product/Laminate/RevolutionsTile/38510_PompeiiStoneRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Premium-Naturals	106	Checkpoint	" Something old is new again. This 9"" classic checkerboard pattern has been reinvented. Featured in classic black and white as well as exciting new colorations, Checkpoint will create a playful atmosphere in any room. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Naturals/17253_CheckpointRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Sobella Deluxe	107	Sobella Rockwell	"Full of character, Rockwell is a 6"" paver design that captures all the essence and rich color play found in authentic travertine.&nbsp; This natural stone look can blend harmoniously with a modern or traditional style."	http://www.mannington.com:80/~/media/Images/Product/Sobella/Deluxe/Rockwell_Woodland_ALT353_VG.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Sobella Deluxe	108	Sobella Hatteras	"Hatteras is a 4"" oak pattern that embodies all the distinctive characteristics found in weathered wood.&nbsp; It features time-worn knotholes and saw marks that can add that perfect touch of rusticity to any area of the home."	http://www.mannington.com:80/~/media/Images/Product/Sobella/Deluxe/Hatteras_Overcast_ALT353_VG.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Good-Vega	109	Old World	" Old World is inspired by a 9"" ceramic tile with a multi-textured finish. Old World beautifully lays the groundwork for a range of home decors including country, casual and contemporary. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Vega/3539_OldWorldRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Exotics	110	True Bamboo	"100% bamboo, with a bio-based, renewable coating system, through a patented process, True Bamboo uses the entire stalk of the bamboo and smoothes it out so that it looks like the actual Bamboo pole. True Bamboo offers subtle, rustic character that blends with both contemporary and rustic home interiors. "	http://www.mannington.com:80/~/media/Images/Product/Hardwood/Exotics/HPFB04NA1_TrueBamboo_Natural_RS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Coordinations	111	Natural Maple	"Our Natural Maple selection offers the sleek, clean look of simply grained wood flooring."	http://www.mannington.com:80/~/media/Images/Product/Laminate/Coordinations/24011L_NaturalMapleRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Good-Benchmark	112	Saddle	" Inspired by the lush forests of Louisville Kentucky, American Hickory embodies all the qualities of traditional hardwood flooring. This variable width plank floor features heavy graining, rustic knotholes, and classic coloring, which will provide warmth to any home. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Benchmark/3880_AMHICKORYRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Sobella Supreme	113	Sobella Perugia	" Reminiscent of historic roman architecture, Perugia is a unique modular configuration that combines an ancient marble with rectangular shapes and rectified grout lines. Perugia's classic appeal lends itself to traditional styling that is appealing to the more fashion conscience consumer. "	http://www.mannington.com:80/~/media/Images/Product/Sobella/Supreme/ALT181_PerugiaRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Good-Duration	114	Rustica	"Worn and weathered, Rustica is&nbsp;a faithful reproduction of the 9"" handset terracotta masonry found in traditional Tuscan kitchens.&nbsp; Its handcrafted grout line visual&nbsp;captures the true tradition of Italy."	http://www.mannington.com:80/~/media/Images/Product/Resilient/Duration/DR150_Rustica_Allspice_RS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Babylon	115	Babylon	"Babylon's authentic travertine look combines state-of-the-art porcelain tile performance with the latest in digital printing technology.&nbsp; Available in&nbsp;five modular sizes and four colors, creating a one-of-a-kind look provides a stage for endless possibilities. "	http://www.mannington.com:80/~/media/Images/Product/Porcelain/Babylon/BA1T12_Babylon_ArtifactRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Distinctive Plank	116	Acacia	" With Acacia, each dramatic plank offers a wide range of color play and grain variation that enhances the natural under glow of the wood to create a look that can accommodate both eclectic and traditional interior stylings. Inspired by the arid landscapes of Africa, this wonderful pattern comes in five colors for the ultimate in decorating flexibility. "	http://www.mannington.com:80/~/media/Images/Product/Adura/DistinctivesCollection/ALP072_ACACIARS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Sobella Supreme	117	Timberton	" The classic look of oak always guarantees your home a warm, inviting feeling. Featured in a wide width plank layout, Timberton's deep-grained patina will add distinctive character to any room and compliment any decor. "	http://www.mannington.com:80/~/media/Images/Product/Sobella/Supreme/ALT120_TimbertonRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Sobella Supreme	118	Surfside	" Surfside was inspired by the beautiful wind swept beaches of the Caribbean coastline. This 12"" tile format possesses all the characteristics found in sand and ocean, creating a moving effect which makes this pattern comes to life. Surfsides natural beauty would be fitting to any decor. "	http://www.mannington.com:80/~/media/Images/Product/Sobella/Supreme/ALT190_SurfsideRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Coordinations	119	Honey Spalted Maple	" Bring a sense of mystery and charm to your home with distinctive looks of exotic woods from distant lands -- authentically replicated in easy-care laminate. A unique profile ensures long-lasting, tight-fitting seams, and our M-Lock edge sealant locks moisture out and beauty in. "	http://www.mannington.com:80/~/media/Images/Product/Laminate/Coordinations/56014L_HoneySpaltedMapleRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Good-Benchmark	120	Natural	" Inspired by the lush forests of Louisville Kentucky, American Hickory embodies all the qualities of traditional hardwood flooring. This variable width plank floor features heavy graining, rustic knotholes, and classic coloring, which will provide warmth to any home. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Benchmark/3880_AMHICKORYRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Value Lock Collection	121	Natural Yorklyn Pecan	 Mannington's Value Lock Collection allows for a variety of classic and trendy wood visuals to come to life in any room. This Laminate collection gives the budget conscious consumer the great styling and product associated with the Mannington brand. 	http://www.mannington.com:80	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Accent Gallery	122	Accent Gallery Patchwork	" Decorating preferences continue to be inspired by the bold contrasts found in nature. Glass mosaics bring these contrasts to life and have emerged as a dominant force in tile accessories. Our new introductions offer a unique take on this trend and feature a combination of clear and frosted glass, and natural stone in three versatile and fashion-forward blended color offerings. "	http://www.mannington.com:80/~/media/Images/Product/Porcelain/patchwork/PW2T18VG.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Best-Realistique	123	Salsa	" A faithful reproduction of 12"" hand-set terracotta, Cantina captures the worn patina and beautifully rustic feel that are inherent to this natural material. It's weathered grout lines and bold colors easily bring a sense of Old World charm to any modern-day kitchen. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Realistique/97140_Cantina_Salsa_RS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Adura Tile	124	Calypso	 Calypso is a beautiful marble look offered in four soft and inspiring colors that create an atmosphere of pure relaxation.&nbsp; This natural pattern features Mannington's contoured edge treatment and diamond finish.&nbsp; 	http://www.mannington.com:80/~/media/Images/Product/Adura/LuxuryTile/Adura_Calypso_Mist_AT260_RS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Good-Benchmark	125	Kingsbridge	" Inspired by the masonry found in Europe's ancient castles, Kingsbridge embodies the look of hand-set stone while its multi-layered coloring and realistic detailing exude the strength and stability of those durable fortifications. Authentic in its design and coloring, this 6 limestone pattern pays homage to the lasting craftsmanship of times past by offering todays homes a look that will endure. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Benchmark/3821_KingsbridgeRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Accent Gallery	126	Patchwork	" Decorating preferences continue to be inspired by the bold contrasts found in nature. Glass mosaics bring these contrasts to life and have emerged as a dominant force in tile accessories. Our new introductions offer a unique take on this trend and feature a combination of clear and frosted glass, and natural stone in three versatile and fashion-forward blended color offerings. "	http://www.mannington.com:80	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
American Classics	127	American Rustic Maple Plank	"The combinations of deep, rich colors, fine graining and hints of distressing found in the rustics of maple produce a truly unique floor. From an urban loft to a country cabin, American Hardwoods Rustic Maple is an excellent choice."	http://www.mannington.com:80/~/media/Images/Product/Hardwood/Classics/ARM05SL1_AMERRUSTICMAPLERS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Adura Plank	128	Burma Teak	" Inspired by the warmth and vitality of the tropics, Burma Teak has a rich graining and color. Eye catching and exciting, this wood species will be like a breath of fresh air in any home. "	http://www.mannington.com:80/~/media/Images/Product/Adura/LuxuryPlank/AW542_BURMATEAKRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Coordinations	129	Zanzibar	 Zanzibar's multihued pattern distinguishes itself through its rustic texture. Its hand-hewn embossing vividly illustrates the wide variety of grain formations and the rich colors found in the species. This design brings the warmth and comfort of a hand-crafted look to any room. 	http://www.mannington.com:80/~/media/Images/Product/Laminate/Coordinations/45020_ZanzibarRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Good-Vega	130	Porta Villa	" Porta Villa is a 7.2"" limestone pattern. Simplistic in nature, its blushes add gentle color accents that can easily transition to any decor or style. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Vega/3447_PortaVillaRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Good-Vega	131	Montana Ridge	" Montana Ridge has the character, depth, and awesome beauty found in natural slate. This bold 12 pattern has a rich patina with realistic detail and texture. Bring the outside into your home with this dramatic pattern. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Vega/3591_MontanaRidgeRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Premium-Naturals	132	Socorro Slate	" Socorro Slate's exceptional assortments of slate and sandstone tiles are featured in an array of various shapes and sizes. This allows for bold color play and movement within the pattern. This rustic design with a modern allure, is a beautiful accompaniment to the current color trends seen in interior fashion today. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Naturals/17350_SocorroSlateRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Better-Jumpstart	133	Jumpstart Sistina	" Sistina is a 9"" beautifully rustic slate pattern. This pattern speaks to us through its rustic surface texture, worn edges, and its playful use of color. Sistina's eclectic styling is an easy transition to any household. "	http://www.mannington.com:80	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Adura Tile	134	Seaside	"Featuring a sun washed sandstone texture and soft color play, Seaside offers a tranquil backdrop that can transform and space into a vacation retreat."	http://www.mannington.com:80/~/media/Images/Product/Adura/LuxuryTile/AT200_SEASIDERS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Accent Gallery	135	Metro	" Decorating preferences continue to be inspired by the bold contrasts found in nature. Glass mosaics bring these contrasts to life and have emerged as a dominant force in tile accessories. Our new introductions offer a unique take on this trend and feature a combination of clear and frosted glass, and natural stone in three versatile and fashion-forward blended color offerings. "	http://www.mannington.com:80/~/media/Images/Product/Porcelain/Metro/ME4T18RS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Good-Benchmark	136	Muir's Point	" Beautifully rustic and worn, this authentic 12"" slate look depicts realism found in nature. Muir's Point offers extremely rich colors and realistic detail that can provide comfort and warmth to any décor. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Benchmark/3843_MuirsPointRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Good-Vega	137	Southampton	"Vega offers great style at a great price, with and Guardian Protection and the Never Yellow Warranty. "	http://www.mannington.com:80	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Restoration Collection	138	Chateau	"With a refined yet rustic charm and amazing detail ingrained in each plank, Chateau is a beautiful weathered antiqued maple visual with a smooth surface texture.&nbsp; Featured in four stunning colors, this pattern is sure to make a statement in any interior."	http://www.mannington.com:80/~/media/Images/Product/Laminate/Restoration Collection/Chateau_Sunset_22300_RS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Better-Simplicity	139	Oakdale	"Inspired by the traditional look of oak, Oakdale combines wood planks in random lengths. Its rustic undertones and weathered variation offer a handsome solution to any home."	http://www.mannington.com:80/~/media/Images/Product/Resilient/Simplicity/98022_OakdaleRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Good-Benchmark	140	Malibu	"Inspired by the picturesque beachfronts of the west coast, Malibu is a subtle sand worn travertine blends traditional styling with sophisticated natural coloring.&nbsp; Featuring thin grout lines and rectified edges, Malibu provides a unique visual that lends itself to a wide range of styles from classic to contemporary. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Benchmark/3911_Malibu_Sand_RS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Hand Crafted	141	Mountain View Hickory	"Best described as perfectly rustic, Mountain View is a 5-inch hickory that features artisan hand scraping and hand staining.&nbsp; With handsome character and&nbsp;dramatic graining, this pattern is available in 3 warm colors.&nbsp;"	http://www.mannington.com:80/~/media/Images/Product/Hardwood/HandCrafted/Mountainview_Fawn_MVH05FN1_VG.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
